id,client,timestamp,product,price
79939749,JBoCs7rWb_jEs87W,2022-11-15T13:30:58,expresso,1.1
94128778,iQ5y--CyNtHUDL_8,2022-11-15T13:34:43,double café,2.6
83765030,oplTx8h-38G3be4c,2022-11-15T13:38:19,café allongé,1.4
83604009,XztHU0aeUckvR7AC,2022-11-15T13:42:39,café,1.3
52328080,XztHU0aeUckvR7AC,2022-11-15T13:46:03,noisette,1.5
44802339,hdVMQjoIgOov09zb,2022-11-15T13:50:46,café allongé,1.4
50862624,oplTx8h-38G3be4c,2022-11-15T13:54:15,expresso,1.1
53452178,JBoCs7rWb_jEs87W,2022-11-15T13:58:06,double café,2.6
75184391,t_CUBr6tyTQxGj2X,2022-11-15T16:02:53,café crème,2.5
15100727,t_CUBr6tyTQxGj2X,2022-11-15T16:07:17,expresso,1.1
04652249,vAfh79KyDpYeFEMR,2022-11-15T16:11:37,café allongé,1.4
75649944,JBoCs7rWb_jEs87W,2022-11-15T16:16:30,expresso,1.1
66667419,oplTx8h-38G3be4c,2022-11-15T16:20:11,café allongé,1.4
86951879,D7pVaSr2-BpeKGwE,2022-11-15T16:24:55,noisette,1.5
10314136,H-Mp22FLe99MNhRa,2022-11-15T16:29:33,expresso,1.1
66335133,iQ5y--CyNtHUDL_8,2022-11-15T16:33:30,décaféiné,1.4
55938681,JBoCs7rWb_jEs87W,2022-11-15T16:36:59,expresso,1.1
37988906,vAfh79KyDpYeFEMR,2022-11-15T16:40:57,noisette,1.5
08069473,H-Mp22FLe99MNhRa,2022-11-15T16:44:31,café crème,2.5
36834871,XztHU0aeUckvR7AC,2022-11-15T16:48:16,café allongé,1.4
87027040,JBoCs7rWb_jEs87W,2022-11-15T16:51:25,expresso,1.1
93907251,iQ5y--CyNtHUDL_8,2022-11-15T16:55:05,café crème,2.5
84200222,oplTx8h-38G3be4c,2022-11-15T16:58:14,expresso,1.1
25909392,TX7wC0pTqCRlCOhi,2022-11-15T17:01:36,noisette,1.5
90869160,H-Mp22FLe99MNhRa,2022-11-15T17:05:57,café,1.3
85236416,oplTx8h-38G3be4c,2022-11-15T17:10:37,noisette,1.5
36868411,oplTx8h-38G3be4c,2022-11-15T17:14:10,café,1.3
05314509,iQ5y--CyNtHUDL_8,2022-11-15T17:18:32,café,1.3
32045738,XztHU0aeUckvR7AC,2022-11-15T17:21:34,expresso,1.1
67525103,H-Mp22FLe99MNhRa,2022-11-15T17:26:20,café crème,2.5
95733528,vAfh79KyDpYeFEMR,2022-11-15T17:30:19,café allongé,1.4
37937453,H-Mp22FLe99MNhRa,2022-11-15T17:34:37,expresso,1.1
27892466,TX7wC0pTqCRlCOhi,2022-11-15T17:37:54,café crème,2.5
00100513,vAfh79KyDpYeFEMR,2022-11-15T17:41:01,café,1.3
44654396,TX7wC0pTqCRlCOhi,2022-11-15T17:45:10,café allongé,1.4
46371521,hdVMQjoIgOov09zb,2022-11-15T17:49:27,décaféiné,1.4
60503858,hdVMQjoIgOov09zb,2022-11-15T17:53:22,expresso,1.1
54947945,hdVMQjoIgOov09zb,2022-11-15T17:58:04,noisette,1.5
46561542,TX7wC0pTqCRlCOhi,2022-11-16T09:01:53,expresso,1.1
42613924,JBoCs7rWb_jEs87W,2022-11-16T09:06:47,expresso,1.1
14570703,hdVMQjoIgOov09zb,2022-11-16T09:11:39,noisette,1.5
20385132,hdVMQjoIgOov09zb,2022-11-16T09:16:00,café,1.3
95881258,D7pVaSr2-BpeKGwE,2022-11-16T09:20:23,café,1.3
08305511,t_CUBr6tyTQxGj2X,2022-11-16T09:23:54,expresso,1.1
62072425,H-Mp22FLe99MNhRa,2022-11-16T09:27:36,expresso,1.1
32285169,H-Mp22FLe99MNhRa,2022-11-16T09:31:15,café allongé,1.4
63663893,JBoCs7rWb_jEs87W,2022-11-16T09:34:19,café allongé,1.4
77185277,t_CUBr6tyTQxGj2X,2022-11-16T09:38:37,double café,2.6
94014644,TX7wC0pTqCRlCOhi,2022-11-16T09:43:35,chocolat chaud,2.6
24621100,vAfh79KyDpYeFEMR,2022-11-16T09:46:44,expresso,1.1
99994833,TX7wC0pTqCRlCOhi,2022-11-16T09:49:59,double café,2.6
45898798,oplTx8h-38G3be4c,2022-11-16T09:53:29,expresso,1.1
42322357,hdVMQjoIgOov09zb,2022-11-16T09:56:45,café crème,2.5
08137507,H-Mp22FLe99MNhRa,2022-11-16T10:01:03,expresso,1.1
90373369,oplTx8h-38G3be4c,2022-11-16T10:04:12,café crème,2.5
79411952,iQ5y--CyNtHUDL_8,2022-11-16T10:07:52,chocolat chaud,2.6
67972216,iQ5y--CyNtHUDL_8,2022-11-16T10:12:26,café crème,2.5
43224301,t_CUBr6tyTQxGj2X,2022-11-16T10:15:33,expresso,1.1
49582334,iQ5y--CyNtHUDL_8,2022-11-16T10:19:03,expresso,1.1
64222377,oplTx8h-38G3be4c,2022-11-16T10:22:48,expresso,1.1
30529504,hdVMQjoIgOov09zb,2022-11-16T10:26:48,café,1.3
69811326,oplTx8h-38G3be4c,2022-11-16T10:31:47,café,1.3
88394245,TX7wC0pTqCRlCOhi,2022-11-16T10:35:08,expresso,1.1
74024675,iQ5y--CyNtHUDL_8,2022-11-16T10:38:29,expresso,1.1
61471416,H-Mp22FLe99MNhRa,2022-11-16T10:42:08,expresso,1.1
56410562,D7pVaSr2-BpeKGwE,2022-11-16T10:45:19,café,1.3
84796547,TX7wC0pTqCRlCOhi,2022-11-16T10:49:01,expresso,1.1
02806238,iQ5y--CyNtHUDL_8,2022-11-16T10:52:04,café,1.3
64252351,vAfh79KyDpYeFEMR,2022-11-16T10:55:42,expresso,1.1
70444576,JBoCs7rWb_jEs87W,2022-11-16T10:59:50,double café,2.6
85909102,iQ5y--CyNtHUDL_8,2022-11-16T13:03:54,café allongé,1.4
72187939,TX7wC0pTqCRlCOhi,2022-11-16T13:07:40,décaféiné,1.4
88333533,H-Mp22FLe99MNhRa,2022-11-16T13:12:31,expresso,1.1
90280265,JBoCs7rWb_jEs87W,2022-11-16T13:15:57,café,1.3
42313824,H-Mp22FLe99MNhRa,2022-11-16T13:20:55,café crème,2.5
87691924,iQ5y--CyNtHUDL_8,2022-11-16T13:25:32,café allongé,1.4
99925237,iQ5y--CyNtHUDL_8,2022-11-16T13:29:04,expresso,1.1
69692889,H-Mp22FLe99MNhRa,2022-11-16T13:33:31,expresso,1.1
59836120,JBoCs7rWb_jEs87W,2022-11-16T13:37:45,expresso,1.1
25852801,H-Mp22FLe99MNhRa,2022-11-16T13:42:21,expresso,1.1
10446410,JBoCs7rWb_jEs87W,2022-11-16T13:46:48,expresso,1.1
64484072,XztHU0aeUckvR7AC,2022-11-16T13:51:34,café,1.3
58568040,TX7wC0pTqCRlCOhi,2022-11-16T13:56:18,café allongé,1.4
01749891,t_CUBr6tyTQxGj2X,2022-11-16T13:59:45,chocolat chaud,2.6
73765477,hdVMQjoIgOov09zb,2022-11-16T16:04:41,expresso,1.1
16314192,JBoCs7rWb_jEs87W,2022-11-16T16:08:44,noisette,1.5
84539984,vAfh79KyDpYeFEMR,2022-11-16T16:13:38,expresso,1.1
63944815,vAfh79KyDpYeFEMR,2022-11-16T16:17:00,café allongé,1.4
50131977,hdVMQjoIgOov09zb,2022-11-16T16:21:15,expresso,1.1
00202375,H-Mp22FLe99MNhRa,2022-11-16T16:25:55,café,1.3
43806007,XztHU0aeUckvR7AC,2022-11-16T16:30:05,expresso,1.1
65189017,hdVMQjoIgOov09zb,2022-11-16T16:34:39,expresso,1.1
06872110,XztHU0aeUckvR7AC,2022-11-16T16:39:24,café crème,2.5
63394439,XztHU0aeUckvR7AC,2022-11-16T16:43:25,décaféiné,1.4
24541710,vAfh79KyDpYeFEMR,2022-11-16T16:46:37,chocolat chaud,2.6
10020206,H-Mp22FLe99MNhRa,2022-11-16T16:50:46,café,1.3
49425229,XztHU0aeUckvR7AC,2022-11-16T16:54:54,décaféiné,1.4
92224608,vAfh79KyDpYeFEMR,2022-11-16T16:58:16,expresso,1.1
02226010,vAfh79KyDpYeFEMR,2022-11-16T17:01:32,décaféiné,1.4
17430946,iQ5y--CyNtHUDL_8,2022-11-16T17:05:05,décaféiné,1.4
66410437,JBoCs7rWb_jEs87W,2022-11-16T17:08:07,café allongé,1.4
59351475,H-Mp22FLe99MNhRa,2022-11-16T17:13:03,expresso,1.1
04243146,iQ5y--CyNtHUDL_8,2022-11-16T17:16:46,expresso,1.1
90748704,H-Mp22FLe99MNhRa,2022-11-16T17:21:11,expresso,1.1
54559399,D7pVaSr2-BpeKGwE,2022-11-16T17:24:17,café,1.3
46938639,H-Mp22FLe99MNhRa,2022-11-16T17:27:19,expresso,1.1
94040836,H-Mp22FLe99MNhRa,2022-11-16T17:31:52,expresso,1.1
86688034,XztHU0aeUckvR7AC,2022-11-16T17:36:43,décaféiné,1.4
49086346,D7pVaSr2-BpeKGwE,2022-11-16T17:40:44,café allongé,1.4
21493870,t_CUBr6tyTQxGj2X,2022-11-16T17:45:07,expresso,1.1
10179146,t_CUBr6tyTQxGj2X,2022-11-16T17:49:10,café allongé,1.4
32262718,H-Mp22FLe99MNhRa,2022-11-16T17:53:47,décaféiné,1.4
59323918,TX7wC0pTqCRlCOhi,2022-11-16T17:58:44,décaféiné,1.4
35190885,H-Mp22FLe99MNhRa,2022-11-17T09:02:29,expresso,1.1
51208864,iQ5y--CyNtHUDL_8,2022-11-17T09:06:07,expresso,1.1
50641457,iQ5y--CyNtHUDL_8,2022-11-17T09:09:41,café allongé,1.4
98814627,H-Mp22FLe99MNhRa,2022-11-17T09:13:47,expresso,1.1
20613930,H-Mp22FLe99MNhRa,2022-11-17T09:17:01,café allongé,1.4
43041209,t_CUBr6tyTQxGj2X,2022-11-17T09:20:45,expresso,1.1
02406947,H-Mp22FLe99MNhRa,2022-11-17T09:23:56,expresso,1.1
39201962,vAfh79KyDpYeFEMR,2022-11-17T09:28:53,décaféiné,1.4
46096633,t_CUBr6tyTQxGj2X,2022-11-17T09:32:12,café,1.3
56037768,t_CUBr6tyTQxGj2X,2022-11-17T09:35:55,double café,2.6
72680088,JBoCs7rWb_jEs87W,2022-11-17T09:40:43,noisette,1.5
25901133,JBoCs7rWb_jEs87W,2022-11-17T09:44:57,expresso,1.1
55334174,TX7wC0pTqCRlCOhi,2022-11-17T09:48:52,expresso,1.1
37001755,vAfh79KyDpYeFEMR,2022-11-17T09:52:32,expresso,1.1
20903138,vAfh79KyDpYeFEMR,2022-11-17T09:57:06,café,1.3
13199011,t_CUBr6tyTQxGj2X,2022-11-17T10:01:00,noisette,1.5
57608221,H-Mp22FLe99MNhRa,2022-11-17T10:04:01,café allongé,1.4
42403781,iQ5y--CyNtHUDL_8,2022-11-17T10:08:33,chocolat chaud,2.6
64264353,vAfh79KyDpYeFEMR,2022-11-17T10:12:30,noisette,1.5
58284060,oplTx8h-38G3be4c,2022-11-17T10:17:13,chocolat chaud,2.6
62554862,H-Mp22FLe99MNhRa,2022-11-17T10:20:17,café allongé,1.4
14279317,hdVMQjoIgOov09zb,2022-11-17T10:23:35,double café,2.6
35660471,TX7wC0pTqCRlCOhi,2022-11-17T10:27:39,café,1.3
87817480,JBoCs7rWb_jEs87W,2022-11-17T10:31:15,expresso,1.1
53189500,oplTx8h-38G3be4c,2022-11-17T10:34:55,expresso,1.1
41044407,D7pVaSr2-BpeKGwE,2022-11-17T10:38:30,café allongé,1.4
34856756,D7pVaSr2-BpeKGwE,2022-11-17T10:42:11,expresso,1.1
77971906,vAfh79KyDpYeFEMR,2022-11-17T10:45:38,expresso,1.1
25842314,JBoCs7rWb_jEs87W,2022-11-17T10:50:22,noisette,1.5
24559313,XztHU0aeUckvR7AC,2022-11-17T10:54:43,noisette,1.5
41186229,XztHU0aeUckvR7AC,2022-11-17T10:57:49,café allongé,1.4
93449828,JBoCs7rWb_jEs87W,2022-11-17T13:01:02,café allongé,1.4
81895028,oplTx8h-38G3be4c,2022-11-17T13:04:49,café,1.3
64924580,JBoCs7rWb_jEs87W,2022-11-17T13:07:51,expresso,1.1
13240300,vAfh79KyDpYeFEMR,2022-11-17T13:12:39,café,1.3
12525553,H-Mp22FLe99MNhRa,2022-11-17T13:17:09,café allongé,1.4
78934870,XztHU0aeUckvR7AC,2022-11-17T13:21:53,café allongé,1.4
85369786,oplTx8h-38G3be4c,2022-11-17T13:25:42,expresso,1.1
57186771,TX7wC0pTqCRlCOhi,2022-11-17T13:30:39,café,1.3
92092174,hdVMQjoIgOov09zb,2022-11-17T13:35:32,noisette,1.5
30083084,XztHU0aeUckvR7AC,2022-11-17T13:39:30,chocolat chaud,2.6
26859256,vAfh79KyDpYeFEMR,2022-11-17T13:42:51,café crème,2.5
73982837,JBoCs7rWb_jEs87W,2022-11-17T13:46:24,noisette,1.5
44596623,oplTx8h-38G3be4c,2022-11-17T13:50:48,café allongé,1.4
88216798,TX7wC0pTqCRlCOhi,2022-11-17T13:54:24,décaféiné,1.4
84499505,D7pVaSr2-BpeKGwE,2022-11-17T13:59:01,expresso,1.1
78951202,XztHU0aeUckvR7AC,2022-11-17T16:02:05,décaféiné,1.4
71809294,vAfh79KyDpYeFEMR,2022-11-17T16:05:14,noisette,1.5
32480716,iQ5y--CyNtHUDL_8,2022-11-17T16:09:06,café,1.3
82270899,t_CUBr6tyTQxGj2X,2022-11-17T16:12:58,noisette,1.5
19628664,t_CUBr6tyTQxGj2X,2022-11-17T16:17:22,café allongé,1.4
30926310,iQ5y--CyNtHUDL_8,2022-11-17T16:22:00,café crème,2.5
54207307,oplTx8h-38G3be4c,2022-11-17T16:26:51,café,1.3
16367041,hdVMQjoIgOov09zb,2022-11-17T16:30:54,expresso,1.1
51586496,D7pVaSr2-BpeKGwE,2022-11-17T16:34:04,décaféiné,1.4
78731426,vAfh79KyDpYeFEMR,2022-11-17T16:37:49,expresso,1.1
01737829,vAfh79KyDpYeFEMR,2022-11-17T16:41:02,café crème,2.5
00546315,hdVMQjoIgOov09zb,2022-11-17T16:44:40,café,1.3
50803561,iQ5y--CyNtHUDL_8,2022-11-17T16:49:27,double café,2.6
77713966,oplTx8h-38G3be4c,2022-11-17T16:54:12,café,1.3
41007803,H-Mp22FLe99MNhRa,2022-11-17T16:58:36,expresso,1.1
33073912,D7pVaSr2-BpeKGwE,2022-11-17T17:03:27,expresso,1.1
19439180,JBoCs7rWb_jEs87W,2022-11-17T17:06:35,expresso,1.1
26616747,hdVMQjoIgOov09zb,2022-11-17T17:09:54,café,1.3
29031290,JBoCs7rWb_jEs87W,2022-11-17T17:14:23,expresso,1.1
47288914,vAfh79KyDpYeFEMR,2022-11-17T17:17:59,café allongé,1.4
80712349,oplTx8h-38G3be4c,2022-11-17T17:22:26,café crème,2.5
76469806,hdVMQjoIgOov09zb,2022-11-17T17:26:34,expresso,1.1
27362814,hdVMQjoIgOov09zb,2022-11-17T17:31:01,expresso,1.1
13935054,vAfh79KyDpYeFEMR,2022-11-17T17:35:43,expresso,1.1
49221104,D7pVaSr2-BpeKGwE,2022-11-17T17:40:00,expresso,1.1
82494742,vAfh79KyDpYeFEMR,2022-11-17T17:44:55,double café,2.6
90015935,TX7wC0pTqCRlCOhi,2022-11-17T17:49:18,café allongé,1.4
02200458,iQ5y--CyNtHUDL_8,2022-11-17T17:53:46,expresso,1.1
95706324,iQ5y--CyNtHUDL_8,2022-11-17T17:57:39,décaféiné,1.4
85805318,vAfh79KyDpYeFEMR,2022-11-18T09:02:13,chocolat chaud,2.6
07228523,t_CUBr6tyTQxGj2X,2022-11-18T09:06:03,café,1.3
69645531,t_CUBr6tyTQxGj2X,2022-11-18T09:09:40,café allongé,1.4
08330584,hdVMQjoIgOov09zb,2022-11-18T09:13:46,expresso,1.1
60769931,vAfh79KyDpYeFEMR,2022-11-18T09:18:13,expresso,1.1
77234384,XztHU0aeUckvR7AC,2022-11-18T09:21:27,café,1.3
97824631,vAfh79KyDpYeFEMR,2022-11-18T09:25:12,café allongé,1.4
78919764,JBoCs7rWb_jEs87W,2022-11-18T09:28:18,noisette,1.5
34708643,vAfh79KyDpYeFEMR,2022-11-18T09:32:36,café,1.3
89900100,hdVMQjoIgOov09zb,2022-11-18T09:35:51,chocolat chaud,2.6
62535798,vAfh79KyDpYeFEMR,2022-11-18T09:39:44,café crème,2.5
11657810,iQ5y--CyNtHUDL_8,2022-11-18T09:43:43,expresso,1.1
10802006,D7pVaSr2-BpeKGwE,2022-11-18T09:47:33,café,1.3
41932498,TX7wC0pTqCRlCOhi,2022-11-18T09:52:22,chocolat chaud,2.6
68742637,iQ5y--CyNtHUDL_8,2022-11-18T09:56:25,expresso,1.1
67446596,t_CUBr6tyTQxGj2X,2022-11-18T10:00:19,expresso,1.1
94968778,oplTx8h-38G3be4c,2022-11-18T10:03:24,décaféiné,1.4
77626191,D7pVaSr2-BpeKGwE,2022-11-18T10:07:12,café,1.3
99392800,JBoCs7rWb_jEs87W,2022-11-18T10:11:36,décaféiné,1.4
68235568,H-Mp22FLe99MNhRa,2022-11-18T10:14:42,café,1.3
44983591,JBoCs7rWb_jEs87W,2022-11-18T10:18:00,café allongé,1.4
90109643,H-Mp22FLe99MNhRa,2022-11-18T10:22:06,décaféiné,1.4
40924262,TX7wC0pTqCRlCOhi,2022-11-18T10:26:57,expresso,1.1
28523837,hdVMQjoIgOov09zb,2022-11-18T10:30:00,café,1.3
79364363,H-Mp22FLe99MNhRa,2022-11-18T10:33:31,expresso,1.1
35345951,t_CUBr6tyTQxGj2X,2022-11-18T10:38:25,expresso,1.1
70858846,D7pVaSr2-BpeKGwE,2022-11-18T10:41:48,expresso,1.1
05471971,TX7wC0pTqCRlCOhi,2022-11-18T10:44:56,café,1.3
69923049,hdVMQjoIgOov09zb,2022-11-18T10:48:28,café,1.3
28293457,t_CUBr6tyTQxGj2X,2022-11-18T10:53:15,café,1.3
84406749,TX7wC0pTqCRlCOhi,2022-11-18T10:58:13,café,1.3
06152250,D7pVaSr2-BpeKGwE,2022-11-18T13:02:09,café allongé,1.4
64791772,oplTx8h-38G3be4c,2022-11-18T13:05:13,chocolat chaud,2.6
38584138,vAfh79KyDpYeFEMR,2022-11-18T13:08:39,chocolat chaud,2.6
42120252,iQ5y--CyNtHUDL_8,2022-11-18T13:12:26,décaféiné,1.4
59669319,XztHU0aeUckvR7AC,2022-11-18T13:16:53,noisette,1.5
89601173,D7pVaSr2-BpeKGwE,2022-11-18T13:21:37,décaféiné,1.4
83501435,vAfh79KyDpYeFEMR,2022-11-18T13:25:36,chocolat chaud,2.6
66475384,hdVMQjoIgOov09zb,2022-11-18T13:30:17,chocolat chaud,2.6
92704389,hdVMQjoIgOov09zb,2022-11-18T13:33:18,décaféiné,1.4
70145289,vAfh79KyDpYeFEMR,2022-11-18T13:37:48,chocolat chaud,2.6
59345491,oplTx8h-38G3be4c,2022-11-18T13:41:15,expresso,1.1
55506294,hdVMQjoIgOov09zb,2022-11-18T13:45:31,expresso,1.1
00997938,hdVMQjoIgOov09zb,2022-11-18T13:48:43,café allongé,1.4
91240892,vAfh79KyDpYeFEMR,2022-11-18T13:53:21,noisette,1.5
35800938,hdVMQjoIgOov09zb,2022-11-18T13:58:09,décaféiné,1.4
08208745,XztHU0aeUckvR7AC,2022-11-18T16:03:03,chocolat chaud,2.6
00877024,XztHU0aeUckvR7AC,2022-11-18T16:06:09,expresso,1.1
58127299,JBoCs7rWb_jEs87W,2022-11-18T16:10:32,café crème,2.5
99939819,t_CUBr6tyTQxGj2X,2022-11-18T16:14:32,café,1.3
78982183,H-Mp22FLe99MNhRa,2022-11-18T16:18:03,café allongé,1.4
97777671,D7pVaSr2-BpeKGwE,2022-11-18T16:22:11,noisette,1.5
89809249,XztHU0aeUckvR7AC,2022-11-18T16:27:00,café allongé,1.4
92908433,D7pVaSr2-BpeKGwE,2022-11-18T16:31:43,expresso,1.1
83840283,D7pVaSr2-BpeKGwE,2022-11-18T16:36:33,expresso,1.1
88814573,iQ5y--CyNtHUDL_8,2022-11-18T16:39:51,expresso,1.1
67104740,oplTx8h-38G3be4c,2022-11-18T16:43:17,double café,2.6
63070606,TX7wC0pTqCRlCOhi,2022-11-18T16:47:43,expresso,1.1
42833842,vAfh79KyDpYeFEMR,2022-11-18T16:52:31,expresso,1.1
44305664,TX7wC0pTqCRlCOhi,2022-11-18T16:57:23,café,1.3
39053523,iQ5y--CyNtHUDL_8,2022-11-18T17:00:24,expresso,1.1
46876913,t_CUBr6tyTQxGj2X,2022-11-18T17:03:43,café,1.3
30777800,TX7wC0pTqCRlCOhi,2022-11-18T17:06:45,expresso,1.1
88303890,D7pVaSr2-BpeKGwE,2022-11-18T17:10:28,noisette,1.5
05472623,TX7wC0pTqCRlCOhi,2022-11-18T17:14:12,café crème,2.5
77576862,iQ5y--CyNtHUDL_8,2022-11-18T17:19:11,expresso,1.1
88151872,vAfh79KyDpYeFEMR,2022-11-18T17:23:15,café,1.3
70631929,JBoCs7rWb_jEs87W,2022-11-18T17:27:23,double café,2.6
61645784,hdVMQjoIgOov09zb,2022-11-18T17:31:41,café,1.3
65321372,JBoCs7rWb_jEs87W,2022-11-18T17:34:54,chocolat chaud,2.6
14576434,TX7wC0pTqCRlCOhi,2022-11-18T17:38:06,café crème,2.5
46681734,t_CUBr6tyTQxGj2X,2022-11-18T17:41:13,décaféiné,1.4
89016502,iQ5y--CyNtHUDL_8,2022-11-18T17:44:41,café crème,2.5
97460838,D7pVaSr2-BpeKGwE,2022-11-18T17:49:27,expresso,1.1
02451142,oplTx8h-38G3be4c,2022-11-18T17:53:45,expresso,1.1
